tanaman,ketinggian,hujan,temperatur
kentang,2614,2659,16
cabai,9,897,24
jambu air,420,2619,13
jambu air,332,1717,21
kentang,1024,3089,24
bayam,1047,1030,22
stroberi,1106,647,19
cabai,738,1165,25
cabai,1082,1281,23
cabai,1306,1316,19
cabai,729,1188,29
kentang,1534,3018,16
cabai,812,1896,27
bayam,1318,1528,20
bayam,284,1412,29
kentang,2952,3316,23
stroberi,1319,605,20
bayam,1979,1220,22
cabai,1321,1611,28
kentang,898,2720,23
jambu air,23,1994,17
bayam,1807,1942,20
jambu air,176,610,17
stroberi,1052,675,18
cabai,682,1722,23
kentang,1599,2687,23
stroberi,1021,621,20
bayam,557,1365,25
bayam,418,1168,27
jambu air,377,503,15
stroberi,1282,654,19
stroberi,1101,646,17
stroberi,1056,642,19
jambu air,216,1551,24
cabai,660,1576,29
jambu air,485,2284,20
cabai,304,1847,25
jambu air,456,1427,20
cabai,972,873,18
kentang,2123,2899,21
bayam,843,1269,20
jambu air,350,703,12
stroberi,1200,662,20
kentang,1231,3461,23
jambu air,428,2164,10
cabai,651,1767,18
stroberi,1273,690,19
bayam,758,1091,27
stroberi,1488,699,18
cabai,36,1185,28
kentang,2122,3370,16
stroberi,1351,643,19
cabai,448,990,26
bayam,219,1717,28
bayam,410,1966,25
bayam,1534,1843,23
stroberi,1064,612,18
cabai,535,950,29
bayam,1100,1452,28
stroberi,1321,685,19
kentang,1590,2477,15
bayam,716,1109,28
jambu air,291,684,13
stroberi,1295,604,17
stroberi,1144,676,17
cabai,1108,1047,20
jambu air,209,2578,27
stroberi,1444,606,18
jambu air,383,1972,10
jambu air,208,1200,19
cabai,1387,1368,26
jambu air,144,1387,13
jambu air,262,1242,16
jambu air,88,2124,28
stroberi,1212,638,17
cabai,132,1420,23
jambu air,382,2621,18
jambu air,12,740,24
kentang,2206,2860,15
kentang,2616,3589,13
stroberi,1101,665,19
stroberi,1294,609,17
bayam,1194,1908,21
stroberi,1445,613,18
bayam,1384,1396,23
kentang,1691,2648,21
bayam,1169,1793,21
kentang,2802,3419,19
bayam,541,1056,22
bayam,1158,1755,29
bayam,1884,1074,26
bayam,1504,1835,27
stroberi,1228,618,20
bayam,459,1403,21
cabai,154,967,19
jambu air,18,2063,10
bayam,817,1164,21
kentang,2911,2907,16
stroberi,1307,612,17
stroberi,1079,643,17
jambu air,325,2163,25
cabai,5,901,29
cabai,777,833,28
stroberi,1240,617,19
cabai,1003,833,25
bayam,1287,1806,27
stroberi,1475,673,18
kentang,721,2761,19
stroberi,1402,603,19
stroberi,1043,617,19
kentang,1425,2877,22
cabai,915,1266,18
stroberi,1061,689,20
jambu air,208,2092,24
kentang,1444,2492,17
stroberi,1499,642,18
kentang,1446,2883,18
stroberi,1056,616,17
stroberi,1431,624,19
stroberi,1487,655,17
bayam,1545,1882,22
kentang,2131,3405,20
stroberi,1428,673,20
kentang,524,3392,16
jambu air,372,1722,12
bayam,943,1358,28
kentang,711,2940,24
cabai,234,946,18
kentang,343,3178,22
bayam,1750,1110,22
kentang,1255,3115,23
cabai,567,1609,19
stroberi,1212,607,19
stroberi,1381,630,17
bayam,1472,1647,24
stroberi,1061,626,17
bayam,1908,1291,30
cabai,482,1936,30
bayam,1249,1109,23
stroberi,1358,653,18
stroberi,1017,682,17
kentang,1077,3126,15
cabai,1351,1245,20
cabai,120,1297,22
jambu air,272,2540,10
cabai,1092,1442,22
bayam,1255,1177,27
cabai,40,1478,30
jambu air,193,919,23
stroberi,1207,700,20
kentang,1944,2712,22
bayam,1236,1597,30
kentang,1225,3287,18
stroberi,1199,611,17
jambu air,369,1854,14
bayam,1684,1313,25
cabai,149,1306,21
bayam,1759,1098,24
bayam,1605,1467,26
jambu air,236,2031,24
jambu air,286,1977,21
stroberi,1004,611,19
cabai,224,1418,22
cabai,1102,1434,28
bayam,723,1518,28
bayam,926,1219,28
cabai,948,1625,29
cabai,1192,1354,24
kentang,318,2541,18
kentang,1078,2554,15
jambu air,141,2646,11
cabai,988,1464,25
kentang,520,3578,24
kentang,1552,3255,23
cabai,1385,1831,29
cabai,66,1631,26
cabai,1307,1627,23
kentang,984,2873,22
stroberi,1158,654,20
kentang,858,2840,19
kentang,1375,3198,24
kentang,2760,3088,18
jambu air,271,2647,27
kentang,1210,3197,21
kentang,704,3054,13
cabai,70,1919,20
kentang,967,3085,17
bayam,1611,1696,25
stroberi,1004,684,20
cabai,847,1923,24
cabai,640,1468,21
kentang,314,3131,13
cabai,861,1543,22
bayam,1124,1185,30
stroberi,1031,608,18
stroberi,1200,696,17
bayam,48,1097,30
cabai,1148,1019,19
jambu air,356,1881,11
cabai,1015,1111,27
cabai,1318,1138,21
kentang,1318,2930,21
kentang,1758,2667,14
cabai,117,969,21
kentang,2329,2768,13
bayam,1761,1577,29
stroberi,1107,628,20
kentang,2348,3406,21
kentang,352,2955,18
stroberi,1334,628,18
stroberi,1400,645,20
kentang,1398,3298,13
stroberi,1015,602,18
bayam,1008,1531,20
jambu air,394,1978,21
cabai,329,1879,22
jambu air,270,1333,27
jambu air,263,1246,16
cabai,114,1160,20
kentang,762,3297,13
cabai,1327,1428,28
jambu air,186,1064,22
jambu air,498,2137,12
jambu air,63,2833,13
bayam,67,1449,30
kentang,1882,3045,21
bayam,1137,1625,23
jambu air,476,1232,15
cabai,617,1399,28
kentang,2468,3119,18
cabai,707,804,29
cabai,266,1834,29
kentang,2367,3292,19
cabai,1089,1733,26
bayam,1610,1045,30
bayam,1296,1920,29
stroberi,1371,679,18
stroberi,1059,626,18
bayam,91,1877,24
bayam,37,1326,22
jambu air,193,2202,23
bayam,1121,1269,29
stroberi,1273,675,18
bayam,1627,1944,28
jambu air,220,2148,18
kentang,935,3579,16
stroberi,1255,643,19
stroberi,1455,629,18
cabai,981,1500,21
bayam,705,1376,29
bayam,215,1340,24
jambu air,443,777,23
kentang,839,3235,14
cabai,1036,1159,23
kentang,338,2887,23
jambu air,464,1651,28
cabai,24,919,19
kentang,2117,3288,13
jambu air,432,2471,19
cabai,1102,1235,30
cabai,984,1785,18
stroberi,1427,636,20
kentang,994,3048,16
bayam,171,1381,22
stroberi,1150,681,18
kentang,905,3400,16
cabai,1124,1957,19
kentang,1048,2507,14
stroberi,1239,683,20
jambu air,15,2801,26
stroberi,1388,636,20
kentang,1293,2914,13
kentang,2320,3394,20
jambu air,51,1763,12
bayam,218,1274,26
bayam,1796,1831,30
bayam,878,1857,29
kentang,2508,3397,13
stroberi,1307,669,20
cabai,499,1168,27
bayam,1115,1503,25
jambu air,31,2623,14
cabai,80,1937,28
stroberi,1100,619,17
cabai,1083,969,20
kentang,1869,3372,19
kentang,1115,2782,20
bayam,1430,1555,27
stroberi,1029,665,17
cabai,510,1781,29
stroberi,1406,632,17
jambu air,252,2239,27
stroberi,1390,690,20
stroberi,1188,690,19
jambu air,152,2311,26
stroberi,1128,649,20
bayam,1454,1674,20
kentang,1602,3588,19
cabai,624,1244,27
stroberi,1393,687,17
cabai,881,896,29
bayam,934,1073,23
jambu air,378,1492,21
kentang,2060,2712,14
kentang,344,3003,13
stroberi,1409,665,18
kentang,2292,2697,22
jambu air,226,2497,10
bayam,325,1334,28
stroberi,1320,698,18
bayam,1327,1859,26
cabai,1087,1155,23
stroberi,1106,664,17
jambu air,168,709,23
kentang,774,3126,13
jambu air,188,2094,24
cabai,84,1382,19
jambu air,100,1023,20
bayam,878,1432,25
bayam,1512,1663,25
stroberi,1222,639,18
bayam,605,1869,29
stroberi,1258,639,18
jambu air,292,783,17
jambu air,456,808,28
bayam,702,1526,21
jambu air,399,2433,23
jambu air,440,1094,24
jambu air,133,1963,17
kentang,2319,2494,18
jambu air,470,837,15
bayam,1583,1345,30
jambu air,198,2314,21
stroberi,1027,625,18
jambu air,186,1755,18
bayam,652,1561,30
kentang,1917,3561,16
bayam,289,1324,29
jambu air,277,1410,12
bayam,958,1174,26
jambu air,232,2358,23
cabai,978,1189,23
bayam,849,1886,30
jambu air,454,1000,18
stroberi,1177,643,17
jambu air,460,1118,23
kentang,2272,3229,20
stroberi,1400,631,20
bayam,384,1473,23
cabai,1197,1075,19
stroberi,1459,690,20
jambu air,417,618,15
kentang,1834,3392,15
kentang,1018,2879,21
cabai,476,1917,20
bayam,250,1056,22
cabai,1391,1012,25
stroberi,1295,684,18
bayam,693,2000,22
jambu air,316,2150,10
kentang,2334,2735,13
jambu air,112,1675,22
stroberi,1309,632,18
cabai,1358,1612,28
bayam,825,1337,27
bayam,1588,1338,23
stroberi,1336,625,20
bayam,450,1664,24
jambu air,399,1878,25
stroberi,1140,682,18
cabai,828,926,24
stroberi,1198,615,19
kentang,2796,2786,13
jambu air,42,2545,12
stroberi,1108,640,17
kentang,1939,2400,15
bayam,1777,1696,24
cabai,302,1858,19
stroberi,1313,673,18
cabai,1325,932,19
bayam,1033,1389,28
bayam,1149,1071,21
jambu air,453,982,25
kentang,2676,2644,17
cabai,699,886,24
stroberi,1485,611,19
bayam,673,1033,22
stroberi,1048,648,17
cabai,1311,818,25
jambu air,420,2377,14
stroberi,1398,694,20
jambu air,18,1479,23
cabai,573,984,20
bayam,1094,1937,22
kentang,1372,2423,24
bayam,1519,1643,22
kentang,2852,3073,23
kentang,1458,2977,17
stroberi,1477,615,17
jambu air,100,1590,16
kentang,1851,3484,18
stroberi,1111,632,17
bayam,718,1509,27
kentang,1083,3564,17
kentang,1219,3063,24
bayam,1978,1837,27
cabai,15,839,19
jambu air,226,889,25
kentang,1607,3152,21
bayam,1431,1209,26
bayam,64,1012,21
cabai,100,1008,21
bayam,1565,1002,27
kentang,2788,3484,17
stroberi,1008,690,20
cabai,1055,817,19
stroberi,1137,648,19
kentang,2538,2618,24
stroberi,1036,613,20
kentang,1189,3528,22
stroberi,1268,621,17
cabai,651,955,22
stroberi,1251,613,18
stroberi,1006,625,20
bayam,1241,1286,23
jambu air,96,2735,28
kentang,711,3592,16
cabai,1134,1383,21
stroberi,1400,675,18
cabai,58,1748,25
jambu air,66,1542,20
cabai,647,1844,22
bayam,338,1088,23
stroberi,1457,682,18
jambu air,395,2482,11
cabai,448,1833,25
bayam,93,1739,25
stroberi,1078,605,18
kentang,1354,3593,22
stroberi,1286,618,17
cabai,1235,1849,21
kentang,2758,3153,20
kentang,2877,3347,13
jambu air,69,1881,16
stroberi,1375,668,18
cabai,664,1908,23
kentang,2721,2657,13
bayam,1274,1011,21
kentang,952,3432,20
bayam,1651,1032,30
stroberi,1014,629,19
kentang,1240,2748,13
jambu air,189,1129,24
cabai,1018,1422,19
bayam,954,1877,30
cabai,1218,890,24
bayam,963,1351,24
kentang,2049,3034,24
jambu air,227,2833,17
jambu air,189,891,28
stroberi,1314,688,20
stroberi,1433,646,20
cabai,136,821,22
jambu air,40,746,18
stroberi,1167,624,20
jambu air,84,2212,13
jambu air,352,1537,24
cabai,240,1232,20
jambu air,147,2116,19
kentang,516,2542,13
jambu air,160,1504,10
jambu air,259,1622,17
jambu air,36,1641,27
bayam,1022,1341,24
jambu air,493,2778,15
bayam,1170,1266,23
kentang,1730,2737,21
kentang,1691,2751,15
kentang,1781,2546,20
jambu air,491,2529,20
jambu air,70,2503,21
kentang,489,3343,20
bayam,1610,1568,22
bayam,608,1262,30
cabai,470,1072,29
cabai,1069,1650,22
jambu air,96,2703,23
stroberi,1183,680,19
stroberi,1183,675,18
stroberi,1342,683,19
bayam,1927,1022,26
bayam,1978,1544,24
bayam,1366,1498,30
cabai,1032,997,24
stroberi,1050,601,17
bayam,1498,1781,20
cabai,242,1296,23
stroberi,1428,617,18
stroberi,1196,620,19
kentang,1188,3373,13
bayam,1566,1957,26
kentang,2183,3345,24
cabai,351,1530,26
bayam,374,1529,29
stroberi,1041,650,19
cabai,16,1094,19
stroberi,1274,685,19
kentang,1483,2648,20
bayam,1985,1236,29
kentang,2727,3003,20
cabai,908,1604,25
bayam,7,1145,25
stroberi,1469,619,18
stroberi,1172,627,20
stroberi,1045,667,18
jambu air,51,1845,14
cabai,112,1177,25
bayam,1028,1109,27
stroberi,1343,608,18
stroberi,1421,696,18
kentang,2707,2935,21
cabai,271,1503,23
kentang,1656,3130,19
kentang,472,2561,22
stroberi,1413,697,19
stroberi,1414,680,17
kentang,849,3589,19
cabai,738,1052,27
stroberi,1463,619,17
bayam,1063,1016,30
bayam,1612,1577,25
kentang,2031,3286,17
bayam,575,1251,22
jambu air,308,885,28
cabai,182,1428,19
jambu air,136,1625,12
cabai,1383,1496,29
bayam,567,1939,23
stroberi,1343,680,20
kentang,2800,3456,21
cabai,112,884,29
jambu air,22,1351,16
jambu air,494,1099,22
bayam,36,1982,29
kentang,1534,2762,13
bayam,624,1908,29
stroberi,1250,648,19
stroberi,1083,672,20
cabai,9,1306,27
stroberi,1157,670,18
stroberi,1070,699,17
jambu air,141,1494,15
jambu air,280,1333,22
cabai,440,1041,27
jambu air,75,620,28
kentang,905,3524,18
cabai,859,1528,30
bayam,237,1245,27
kentang,2286,2592,17
kentang,2940,2679,17
stroberi,1306,607,19
kentang,2012,2944,19
stroberi,1039,682,17
cabai,1274,932,29
kentang,1399,2956,23
cabai,127,1859,24
cabai,111,1894,29
kentang,1323,3283,17
jambu air,118,1763,20
bayam,1372,1961,29
jambu air,365,2357,26
bayam,1459,1894,30
cabai,482,1246,28
stroberi,1011,639,19
stroberi,1265,633,17
bayam,953,1882,26
cabai,431,2000,27
bayam,588,1821,28
kentang,1962,3157,22
bayam,415,1532,23
stroberi,1008,632,17
cabai,975,1773,19
stroberi,1290,638,20
bayam,483,1844,25
kentang,921,3023,13
bayam,50,1804,21
stroberi,1224,667,20
bayam,985,1111,30
kentang,1768,2927,19
jambu air,158,1683,13
stroberi,1485,642,19
jambu air,480,2255,17
jambu air,106,2048,15
stroberi,1388,662,20
stroberi,1047,648,18
bayam,842,1574,29
stroberi,1317,679,17
jambu air,368,518,25
cabai,518,1331,23
stroberi,1049,656,19
stroberi,1492,673,19
kentang,1676,3447,21
jambu air,53,1482,19
bayam,1295,1042,24
jambu air,347,1148,17
kentang,2202,3447,19
stroberi,1444,640,18
kentang,2202,3436,18
jambu air,187,1196,28
stroberi,1500,617,17
stroberi,1304,688,17
bayam,709,1224,21
jambu air,390,876,13
jambu air,235,647,26
stroberi,1061,630,19
kentang,1225,2816,17
stroberi,1053,688,19
bayam,1399,1539,25
jambu air,103,1118,25
jambu air,264,1724,10
bayam,1968,1551,24
bayam,199,1126,23
bayam,1436,1765,24
jambu air,206,1838,24
stroberi,1013,658,20
cabai,872,1886,26
cabai,215,932,24
jambu air,448,1916,24
bayam,13,1320,20
cabai,1344,856,25
jambu air,150,2681,14
stroberi,1102,667,20
kentang,2630,3196,24
kentang,2676,3521,16
stroberi,1089,649,19
stroberi,1429,643,20
jambu air,324,1711,15
jambu air,442,1783,25
jambu air,463,2044,15
jambu air,244,2753,16
cabai,1306,1030,20
kentang,2119,2596,20
cabai,596,1101,18
kentang,1749,3060,16
jambu air,66,2714,21
cabai,1267,901,25
kentang,715,3558,18
bayam,292,1508,28
jambu air,168,1643,17
kentang,2837,3156,15
bayam,1781,1694,28
stroberi,1270,621,17
stroberi,1105,685,18
cabai,1219,961,21
jambu air,6,2862,25
kentang,1400,3200,21
cabai,1018,1473,26
kentang,2022,2400,21
stroberi,1028,615,19
kentang,2352,2717,13
bayam,830,1092,24
kentang,1477,3554,22
kentang,2119,3061,24
kentang,2167,3599,22
kentang,2644,3228,13
kentang,792,3512,22
bayam,12,1568,24
kentang,1402,2544,19
kentang,1422,3036,24
cabai,1053,907,21
jambu air,12,2748,24
bayam,963,1177,30
stroberi,1220,602,17
cabai,1083,1893,27
cabai,33,1762,30
jambu air,318,2410,23
stroberi,1301,669,17
bayam,586,1567,26
bayam,490,1974,30
stroberi,1068,607,17
cabai,190,802,27
cabai,1121,926,21
jambu air,385,1132,21
stroberi,1256,608,17
cabai,142,1638,18
kentang,1392,3312,15
jambu air,417,2817,23
jambu air,83,608,18
stroberi,1275,666,17
stroberi,1272,629,17
bayam,13,1061,27
stroberi,1242,641,20
jambu air,343,1082,16
jambu air,204,508,25
cabai,318,1197,27
kentang,397,3104,21
bayam,500,1799,24
jambu air,338,703,23
bayam,577,1860,27
jambu air,157,1487,19
bayam,252,1592,27
stroberi,1338,660,19
jambu air,13,1234,10
jambu air,80,895,28
jambu air,80,922,16
kentang,305,3088,21
kentang,1142,3554,17
kentang,2253,2705,24
bayam,117,1479,27
cabai,186,1862,18
kentang,1187,2640,18
jambu air,395,2345,27
kentang,799,3024,17
stroberi,1438,690,20
jambu air,416,1272,13
stroberi,1043,653,17
bayam,1808,1961,27
bayam,349,1959,20
jambu air,133,2904,26
cabai,1388,1203,26
jambu air,486,1340,27
stroberi,1328,699,18
jambu air,185,2219,22
stroberi,1342,635,20
bayam,1854,1411,24
stroberi,1481,625,17
kentang,2259,3390,13
kentang,384,2468,24
kentang,1764,3234,14
cabai,1091,1592,28
kentang,2942,3438,13
cabai,923,1441,19
cabai,270,1054,28
bayam,235,1420,20
bayam,1542,1738,29
bayam,1034,1613,24
stroberi,1197,613,20
kentang,917,2853,13
jambu air,282,1207,16
bayam,1739,1477,20
jambu air,372,1506,14
bayam,96,1732,20
cabai,65,1406,25
kentang,2093,2406,14
kentang,2518,2811,13
bayam,1234,1602,23
bayam,56,1304,25
jambu air,255,1918,28
bayam,17,1500,22
jambu air,46,566,27
cabai,1201,1405,21
bayam,1943,1309,28
jambu air,148,2688,11
stroberi,1394,656,19
cabai,908,1475,28
bayam,1356,1305,25
kentang,1432,2867,16
kentang,686,2631,22
cabai,376,1297,29
cabai,1116,1891,28
jambu air,363,2079,12
jambu air,275,2538,28
kentang,2219,2912,19
stroberi,1116,689,17
jambu air,433,1606,13
bayam,286,1799,24
jambu air,293,2652,10
bayam,727,1600,21
jambu air,18,2091,12
cabai,1382,1844,22
kentang,1752,2989,21
bayam,368,1558,22
bayam,685,1794,23
cabai,317,1741,30
stroberi,1308,644,18
stroberi,1063,607,18
bayam,992,1236,21
bayam,1815,1563,20
bayam,661,1211,25
bayam,162,1064,21
kentang,1876,3512,21
cabai,874,1103,21
kentang,2602,3511,13
bayam,993,1900,27
kentang,1279,2994,20
stroberi,1124,637,17
cabai,1208,835,21
cabai,970,1835,27
kentang,2642,2893,21
kentang,919,3052,22
stroberi,1142,611,18
kentang,2938,3586,15
jambu air,451,2666,10
stroberi,1420,632,18
jambu air,394,830,14
kentang,904,3598,18
cabai,235,1218,21
bayam,1195,1696,26
kentang,1460,3528,16
kentang,2392,2839,17
jambu air,50,1351,10
jambu air,494,2545,26
jambu air,399,1965,12
jambu air,437,1052,11
kentang,483,2855,17
cabai,566,1073,21
stroberi,1312,655,20
jambu air,188,1987,11
jambu air,220,1270,23
kentang,2897,3009,17
jambu air,219,1120,27
kentang,2332,3084,24
cabai,532,802,22
stroberi,1263,664,17
jambu air,298,2408,25
bayam,1644,1758,20
bayam,517,1889,23
bayam,1374,1472,22
bayam,1660,1612,28
kentang,2643,2739,22
jambu air,206,685,24
cabai,1019,1842,22
kentang,2660,2436,24
stroberi,1096,672,19
cabai,367,1327,19
kentang,785,2954,23
cabai,820,1156,21
cabai,1081,1594,29
kentang,2043,2912,19
jambu air,41,1966,14
stroberi,1078,654,18
cabai,260,916,22
stroberi,1071,620,20
kentang,2726,3139,24
bayam,1272,1027,21
kentang,2576,3180,18
jambu air,189,829,12
cabai,294,1309,26
kentang,574,2950,14
bayam,980,1496,22
bayam,948,1548,26
stroberi,1287,674,20
jambu air,19,549,15
jambu air,481,992,10
cabai,389,1161,18
kentang,1249,3288,24
kentang,1584,3082,13
jambu air,269,2701,11
stroberi,1081,662,20
stroberi,1085,619,20
jambu air,414,1852,17
stroberi,1242,610,18
kentang,2779,3475,19
kentang,2421,2841,20
cabai,330,1542,30
jambu air,73,782,15
bayam,825,1419,22
bayam,1697,1517,30
cabai,230,1664,30
bayam,393,1163,23
stroberi,1175,635,18
kentang,337,3166,24
cabai,1148,1651,24
kentang,372,3403,23
kentang,2933,2706,19
kentang,1747,3312,21
stroberi,1223,695,19
stroberi,1208,695,18
stroberi,1135,666,17
kentang,983,2636,19
kentang,555,2878,15
cabai,1095,1907,28
stroberi,1384,653,18
cabai,1080,1174,29
cabai,784,1006,28
cabai,930,1094,22
cabai,1131,1362,18
stroberi,1348,656,17
stroberi,1178,621,18
bayam,1358,1667,24
stroberi,1241,657,20
jambu air,415,511,21
jambu air,480,1629,21
stroberi,1130,621,19
bayam,1981,1742,30
bayam,365,1499,29
jambu air,207,2713,17
jambu air,413,2259,22
jambu air,341,797,13
kentang,944,2840,19
stroberi,1428,672,19
jambu air,32,2832,12
stroberi,1299,694,20
kentang,1209,3449,24
stroberi,1361,663,17
cabai,617,1884,23
stroberi,1388,630,17
stroberi,1054,654,18
stroberi,1432,659,18
kentang,2548,2652,22
cabai,486,887,24
bayam,1277,1565,23
stroberi,1087,626,18
jambu air,220,1868,13
kentang,1023,2998,19
stroberi,1318,644,18
jambu air,353,1566,16
cabai,578,1417,26
cabai,748,833,29
kentang,1077,2472,19
kentang,2211,3136,16
cabai,219,1768,23
kentang,2387,3303,24
bayam,854,1506,26
bayam,876,1932,27
bayam,842,1967,27
bayam,1175,1553,25
jambu air,299,1092,12
jambu air,369,2857,11
stroberi,1343,660,19
jambu air,315,927,18
stroberi,1127,674,19
stroberi,1467,633,18
bayam,766,1965,29
jambu air,73,1269,16
bayam,1981,1791,23
stroberi,1426,610,17
cabai,1384,1797,18
stroberi,1035,689,19
bayam,1453,1976,25
jambu air,493,2838,16
bayam,816,1010,23
cabai,753,1796,22
stroberi,1240,625,17
jambu air,58,2254,12
jambu air,413,2410,25
kentang,2731,2626,22
jambu air,282,2583,26
bayam,1336,1740,29
kentang,1504,3345,17
cabai,1022,1572,23
jambu air,309,2683,19
jambu air,172,1444,16
cabai,742,1406,28
kentang,2991,2593,20
bayam,1855,1182,21
cabai,235,1760,24
stroberi,1135,646,18
stroberi,1332,678,20
stroberi,1199,603,18
bayam,978,1785,22
bayam,454,1388,30
cabai,815,1796,21
cabai,1068,1616,22
kentang,2147,3513,14
jambu air,473,1360,23
cabai,814,951,28
kentang,2438,2484,19
kentang,1434,3291,22
bayam,1159,1609,27
bayam,488,1214,20
kentang,951,2953,17
stroberi,1136,657,18
jambu air,273,1993,22
kentang,1258,3043,13
kentang,1487,3154,22
stroberi,1090,671,19
bayam,638,1836,25
bayam,1979,1280,22
jambu air,160,856,14
kentang,1031,2942,24
jambu air,260,2870,12
cabai,915,1036,22
bayam,814,1298,27
kentang,2626,3443,15
stroberi,1368,631,20
bayam,1125,1928,25
bayam,29,1531,28
bayam,947,1918,30
stroberi,1427,669,19
jambu air,110,2231,19
bayam,1530,1663,28
bayam,1073,1359,21
stroberi,1373,605,18
cabai,1018,1314,19
cabai,476,935,30
jambu air,89,679,17
cabai,279,1169,23
bayam,738,1423,22
kentang,746,3284,16
kentang,525,2617,14
bayam,1209,1557,28
stroberi,1434,669,17
jambu air,132,2218,18
kentang,1518,2777,22
stroberi,1162,640,19
kentang,791,3387,24
stroberi,1156,690,18
kentang,1963,3368,15
kentang,1934,2712,17
jambu air,54,1134,18
stroberi,1425,664,19
bayam,908,1117,22
stroberi,1210,633,19
bayam,867,1726,25
jambu air,242,2431,24
cabai,511,1843,20
cabai,1339,1195,27
cabai,474,1212,23
jambu air,325,671,10
jambu air,251,917,28
kentang,1155,2519,23
jambu air,340,2509,24
kentang,2597,2807,18
kentang,2896,2600,14
cabai,1249,1879,28
stroberi,1500,645,20
stroberi,1188,614,19
cabai,743,814,26
jambu air,374,753,13
stroberi,1098,685,19
stroberi,1023,685,18
bayam,1000,1151,30
bayam,1973,1092,23
bayam,346,1460,29
stroberi,1080,680,19
cabai,642,1514,24
kentang,2390,3328,15
cabai,1075,964,23
jambu air,488,1266,22
stroberi,1019,689,20
bayam,1961,1231,26
jambu air,147,2152,19
stroberi,1419,639,19
stroberi,1241,608,19
jambu air,476,1720,13
stroberi,1306,610,20
bayam,838,1244,30
stroberi,1497,693,19
kentang,2196,3339,14
bayam,1563,1294,29
kentang,641,2600,21
jambu air,18,2177,19
bayam,859,1983,30
cabai,464,1180,29
stroberi,1363,605,20
bayam,1122,1686,20
cabai,1321,1510,20
jambu air,336,2844,13
kentang,2866,2591,13
jambu air,223,2694,20
kentang,1617,2732,15
